k=8 : a=4, b=60, c=56, length = 240, b == a+c - True, <lcm - True
k=8 : a=660, b=1680, c=180, length = 5040, b == a+c - False, <lcm - False
k=8 : a=661, b=840, c=1019, length = 5040, b == a+c - False, <lcm - False
k=8 : a=661, b=1680, c=179, length = 5040, b == a+c - False, <lcm - False
k=8 : a=662, b=840, c=1018, length = 5040, b == a+c - False, <lcm - False
k=8 : a=662, b=1680, c=178, length = 5040, b == a+c - False, <lcm - False
k=8 : a=663, b=840, c=1017, length = 5040, b == a+c - False, <lcm - False
k=8 : a=663, b=1680, c=177, length = 5040, b == a+c - False, <lcm - False
k=8 : a=664, b=420, c=1436, length = 5040, b == a+c - False, <lcm - False
k=8 : a=664, b=840, c=1016, length = 5040, b == a+c - False, <lcm - False
k=8 : a=664, b=1260, c=596, length = 5040, b == a+c - True, <lcm - False
k=8 : a=664, b=1680, c=176, length = 5040, b == a+c - False, <lcm - False
k=8 : a=665, b=840, c=1015, length = 5040, b == a+c - False, <lcm - False
k=8 : a=665, b=1680, c=175, length = 5040, b == a+c - False, <lcm - False
k=8 : a=666, b=840, c=1014, length = 5040, b == a+c - False, <lcm - False
k=8 : a=666, b=1680, c=174, length = 5040, b == a+c - False, <lcm - False
k=8 : a=667, b=840, c=1013, length = 5040, b == a+c - False, <lcm - False
k=8 : a=667, b=1680, c=173, length = 5040, b == a+c - False, <lcm - False
k=8 : a=668, b=420, c=1432, length = 5040, b == a+c - False, <lcm - False
k=8 : a=668, b=840, c=1012, length = 5040, b == a+c - False, <lcm - False
k=8 : a=668, b=1260, c=592, length = 5040, b == a+c - True, <lcm - False
k=8 : a=668, b=1680, c=172, length = 5040, b == a+c - False, <lcm - False
k=8 : a=669, b=840, c=1011, length = 5040, b == a+c - False, <lcm - False
k=8 : a=669, b=1680, c=171, length = 5040, b == a+c - False, <lcm - False
k=8 : a=670, b=840, c=1010, length = 5040, b == a+c - False, <lcm - False
k=8 : a=670, b=1680, c=170, length = 5040, b == a+c - False, <lcm - False
k=8 : a=671, b=840, c=1009, length = 5040, b == a+c - False, <lcm - False
k=8 : a=671, b=1680, c=169, length = 5040, b == a+c - False, <lcm - False
k=8 : a=672, b=420, c=1428, length = 5040, b == a+c - False, <lcm - False
k=8 : a=672, b=840, c=1008, length = 5040, b == a+c - False, <lcm - False
k=8 : a=672, b=1260, c=588, length = 5040, b == a+c - True, <lcm - False
k=8 : a=672, b=1680, c=168, length = 5040, b == a+c - False, <lcm - False
k=8 : a=673, b=840, c=1007, length = 5040, b == a+c - False, <lcm - False
k=8 : a=673, b=1680, c=167, length = 5040, b == a+c - False, <lcm - False
k=8 : a=674, b=840, c=1006, length = 5040, b == a+c - False, <lcm - False
k=8 : a=674, b=1680, c=166, length = 5040, b == a+c - False, <lcm - False
k=8 : a=675, b=840, c=1005, length = 5040, b == a+c - False, <lcm - False
k=8 : a=675, b=1680, c=165, length = 5040, b == a+c - False, <lcm - False
k=8 : a=676, b=420, c=1424, length = 5040, b == a+c - False, <lcm - False
k=8 : a=676, b=840, c=1004, length = 5040, b == a+c - False, <lcm - False
k=8 : a=676, b=1260, c=584, length = 5040, b == a+c - True, <lcm - False
k=8 : a=676, b=1680, c=164, length = 5040, b == a+c - False, <lcm - False
k=8 : a=677, b=840, c=1003, length = 5040, b == a+c - False, <lcm - False
k=8 : a=677, b=1680, c=163, length = 5040, b == a+c - False, <lcm - False
k=8 : a=678, b=840, c=1002, length = 5040, b == a+c - False, <lcm - False
k=8 : a=678, b=1680, c=162, length = 5040, b == a+c - False, <lcm - False
k=8 : a=679, b=840, c=1001, length = 5040, b == a+c - False, <lcm - False
k=8 : a=679, b=1680, c=161, length = 5040, b == a+c - False, <lcm - False
k=8 : a=680, b=420, c=1420, length = 5040, b == a+c - False, <lcm - False
k=8 : a=680, b=840, c=1000, length = 5040, b == a+c - False, <lcm - False
k=8 : a=680, b=1260, c=580, length = 5040, b == a+c - True, <lcm - False
k=8 : a=680, b=1680, c=160, length = 5040, b == a+c - False, <lcm - False
k=8 : a=681, b=840, c=999, length = 5040, b == a+c - False, <lcm - False
k=8 : a=681, b=1680, c=159, length = 5040, b == a+c - False, <lcm - False
k=8 : a=682, b=840, c=998, length = 5040, b == a+c - False, <lcm - False
k=8 : a=682, b=1680, c=158, length = 5040, b == a+c - False, <lcm - False
k=8 : a=683, b=840, c=997, length = 5040, b == a+c - False, <lcm - False
k=8 : a=683, b=1680, c=157, length = 5040, b == a+c - False, <lcm - False
k=8 : a=684, b=420, c=1416, length = 5040, b == a+c - False, <lcm - False
k=8 : a=684, b=840, c=996, length = 5040, b == a+c - False, <lcm - False
k=8 : a=684, b=1260, c=576, length = 5040, b == a+c - True, <lcm - False
k=8 : a=684, b=1680, c=156, length = 5040, b == a+c - False, <lcm - False
k=8 : a=685, b=840, c=995, length = 5040, b == a+c - False, <lcm - False
k=8 : a=685, b=1680, c=155, length = 5040, b == a+c - False, <lcm - False
k=8 : a=686, b=840, c=994, length = 5040, b == a+c - False, <lcm - False
k=8 : a=686, b=1680, c=154, length = 5040, b == a+c - False, <lcm - False
k=8 : a=687, b=840, c=993, length = 5040, b == a+c - False, <lcm - False
k=8 : a=687, b=1680, c=153, length = 5040, b == a+c - False, <lcm - False
k=8 : a=688, b=420, c=1412, length = 5040, b == a+c - False, <lcm - False
k=8 : a=688, b=840, c=992, length = 5040, b == a+c - False, <lcm - False
k=8 : a=688, b=1260, c=572, length = 5040, b == a+c - True, <lcm - False
k=8 : a=688, b=1680, c=152, length = 5040, b == a+c - False, <lcm - False
k=8 : a=689, b=840, c=991, length = 5040, b == a+c - False, <lcm - False
k=8 : a=689, b=1680, c=151, length = 5040, b == a+c - False, <lcm - False
k=8 : a=690, b=840, c=990, length = 5040, b == a+c - False, <lcm - False
k=8 : a=690, b=1680, c=150, length = 5040, b == a+c - False, <lcm - False
k=8 : a=691, b=840, c=989, length = 5040, b == a+c - False, <lcm - False
k=8 : a=691, b=1680, c=149, length = 5040, b == a+c - False, <lcm - False
k=8 : a=692, b=420, c=1408, length = 5040, b == a+c - False, <lcm - False
k=8 : a=692, b=840, c=988, length = 5040, b == a+c - False, <lcm - False
k=8 : a=692, b=1260, c=568, length = 5040, b == a+c - True, <lcm - False
k=8 : a=692, b=1680, c=148, length = 5040, b == a+c - False, <lcm - False
k=8 : a=693, b=840, c=987, length = 5040, b == a+c - False, <lcm - False
k=8 : a=693, b=1680, c=147, length = 5040, b == a+c - False, <lcm - False
k=8 : a=694, b=840, c=986, length = 5040, b == a+c - False, <lcm - False
k=8 : a=694, b=1680, c=146, length = 5040, b == a+c - False, <lcm - False
k=8 : a=695, b=840, c=985, length = 5040, b == a+c - False, <lcm - False
k=8 : a=695, b=1680, c=145, length = 5040, b == a+c - False, <lcm - False
k=8 : a=696, b=420, c=1404, length = 5040, b == a+c - False, <lcm - False
k=8 : a=696, b=840, c=984, length = 5040, b == a+c - False, <lcm - False
k=8 : a=696, b=1260, c=564, length = 5040, b == a+c - True, <lcm - False
k=8 : a=696, b=1680, c=144, length = 5040, b == a+c - False, <lcm - False
k=8 : a=697, b=840, c=983, length = 5040, b == a+c - False, <lcm - False
k=8 : a=697, b=1680, c=143, length = 5040, b == a+c - False, <lcm - False
k=8 : a=698, b=840, c=982, length = 5040, b == a+c - False, <lcm - False
k=8 : a=698, b=1680, c=142, length = 5040, b == a+c - False, <lcm - False
k=8 : a=699, b=840, c=981, length = 5040, b == a+c - False, <lcm - False
k=8 : a=699, b=1680, c=141, length = 5040, b == a+c - False, <lcm - False
k=8 : a=700, b=420, c=1400, length = 5040, b == a+c - False, <lcm - False
k=8 : a=700, b=840, c=980, length = 5040, b == a+c - False, <lcm - False
k=8 : a=700, b=1260, c=560, length = 5040, b == a+c - True, <lcm - False
k=8 : a=700, b=1680, c=140, length = 5040, b == a+c - False, <lcm - False
k=8 : a=701, b=840, c=979, length = 5040, b == a+c - False, <lcm - False
k=8 : a=701, b=1680, c=139, length = 5040, b == a+c - False, <lcm - False
k=8 : a=702, b=840, c=978, length = 5040, b == a+c - False, <lcm - False
k=8 : a=702, b=1680, c=138, length = 5040, b == a+c - False, <lcm - False
k=8 : a=703, b=840, c=977, length = 5040, b == a+c - False, <lcm - False
k=8 : a=703, b=1680, c=137, length = 5040, b == a+c - False, <lcm - False
k=8 : a=704, b=420, c=1396, length = 5040, b == a+c - False, <lcm - False
k=8 : a=704, b=840, c=976, length = 5040, b == a+c - False, <lcm - False
k=8 : a=704, b=1260, c=556, length = 5040, b == a+c - True, <lcm - False
k=8 : a=704, b=1680, c=136, length = 5040, b == a+c - False, <lcm - False
k=8 : a=705, b=840, c=975, length = 5040, b == a+c - False, <lcm - False
k=8 : a=705, b=1680, c=135, length = 5040, b == a+c - False, <lcm - False
k=8 : a=706, b=840, c=974, length = 5040, b == a+c - False, <lcm - False
k=8 : a=706, b=1680, c=134, length = 5040, b == a+c - False, <lcm - False
k=8 : a=707, b=840, c=973, length = 5040, b == a+c - False, <lcm - False
k=8 : a=707, b=1680, c=133, length = 5040, b == a+c - False, <lcm - False
k=8 : a=708, b=420, c=1392, length = 5040, b == a+c - False, <lcm - False
k=8 : a=708, b=840, c=972, length = 5040, b == a+c - False, <lcm - False
k=8 : a=708, b=1260, c=552, length = 5040, b == a+c - True, <lcm - False
k=8 : a=708, b=1680, c=132, length = 5040, b == a+c - False, <lcm - False
k=8 : a=709, b=840, c=971, length = 5040, b == a+c - False, <lcm - False
k=8 : a=709, b=1680, c=131, length = 5040, b == a+c - False, <lcm - False
k=8 : a=710, b=840, c=970, length = 5040, b == a+c - False, <lcm - False
k=8 : a=710, b=1680, c=130, length = 5040, b == a+c - False, <lcm - False
k=8 : a=711, b=840, c=969, length = 5040, b == a+c - False, <lcm - False
k=8 : a=711, b=1680, c=129, length = 5040, b == a+c - False, <lcm - False
k=8 : a=712, b=420, c=1388, length = 5040, b == a+c - False, <lcm - False
k=8 : a=712, b=840, c=968, length = 5040, b == a+c - False, <lcm - False
k=8 : a=712, b=1260, c=548, length = 5040, b == a+c - True, <lcm - False
k=8 : a=712, b=1680, c=128, length = 5040, b == a+c - False, <lcm - False
k=8 : a=713, b=840, c=967, length = 5040, b == a+c - False, <lcm - False
k=8 : a=713, b=1680, c=127, length = 5040, b == a+c - False, <lcm - False
k=8 : a=714, b=840, c=966, length = 5040, b == a+c - False, <lcm - False
k=8 : a=714, b=1680, c=126, length = 5040, b == a+c - False, <lcm - False
k=8 : a=715, b=840, c=965, length = 5040, b == a+c - False, <lcm - False
k=8 : a=715, b=1680, c=125, length = 5040, b == a+c - False, <lcm - False
k=8 : a=716, b=420, c=1384, length = 5040, b == a+c - False, <lcm - False
k=8 : a=716, b=840, c=964, length = 5040, b == a+c - False, <lcm - False
k=8 : a=716, b=1260, c=544, length = 5040, b == a+c - True, <lcm - False
k=8 : a=716, b=1680, c=124, length = 5040, b == a+c - False, <lcm - False
k=8 : a=717, b=840, c=963, length = 5040, b == a+c - False, <lcm - False
k=8 : a=717, b=1680, c=123, length = 5040, b == a+c - False, <lcm - False
k=8 : a=718, b=840, c=962, length = 5040, b == a+c - False, <lcm - False
k=8 : a=718, b=1680, c=122, length = 5040, b == a+c - False, <lcm - False
k=8 : a=719, b=840, c=961, length = 5040, b == a+c - False, <lcm - False
k=8 : a=719, b=1680, c=121, length = 5040, b == a+c - False, <lcm - False
k=8 : a=720, b=420, c=1380, length = 5040, b == a+c - False, <lcm - False
k=8 : a=720, b=840, c=960, length = 5040, b == a+c - False, <lcm - False
k=8 : a=720, b=1260, c=540, length = 5040, b == a+c - True, <lcm - False
k=8 : a=720, b=1680, c=120, length = 5040, b == a+c - False, <lcm - False
k=8 : a=721, b=840, c=959, length = 5040, b == a+c - False, <lcm - False
k=8 : a=721, b=1680, c=119, length = 5040, b == a+c - False, <lcm - False
k=8 : a=722, b=840, c=958, length = 5040, b == a+c - False, <lcm - False
k=8 : a=722, b=1680, c=118, length = 5040, b == a+c - False, <lcm - False
k=8 : a=723, b=840, c=957, length = 5040, b == a+c - False, <lcm - False
k=8 : a=723, b=1680, c=117, length = 5040, b == a+c - False, <lcm - False
k=8 : a=724, b=420, c=1376, length = 5040, b == a+c - False, <lcm - False
k=8 : a=724, b=840, c=956, length = 5040, b == a+c - False, <lcm - False
k=8 : a=724, b=1260, c=536, length = 5040, b == a+c - True, <lcm - False
k=8 : a=724, b=1680, c=116, length = 5040, b == a+c - False, <lcm - False
k=8 : a=725, b=840, c=955, length = 5040, b == a+c - False, <lcm - False
k=8 : a=725, b=1680, c=115, length = 5040, b == a+c - False, <lcm - False
k=8 : a=726, b=840, c=954, length = 5040, b == a+c - False, <lcm - False
k=8 : a=726, b=1680, c=114, length = 5040, b == a+c - False, <lcm - False
k=8 : a=727, b=840, c=953, length = 5040, b == a+c - False, <lcm - False
k=8 : a=727, b=1680, c=113, length = 5040, b == a+c - False, <lcm - False
k=8 : a=728, b=420, c=1372, length = 5040, b == a+c - False, <lcm - False
k=8 : a=728, b=840, c=952, length = 5040, b == a+c - False, <lcm - False
k=8 : a=728, b=1260, c=532, length = 5040, b == a+c - True, <lcm - False
k=8 : a=728, b=1680, c=112, length = 5040, b == a+c - False, <lcm - False
k=8 : a=729, b=840, c=951, length = 5040, b == a+c - False, <lcm - False
k=8 : a=729, b=1680, c=111, length = 5040, b == a+c - False, <lcm - False
k=8 : a=730, b=840, c=950, length = 5040, b == a+c - False, <lcm - False
k=8 : a=730, b=1680, c=110, length = 5040, b == a+c - False, <lcm - False
k=8 : a=731, b=840, c=949, length = 5040, b == a+c - False, <lcm - False
k=8 : a=731, b=1680, c=109, length = 5040, b == a+c - False, <lcm - False
k=8 : a=732, b=420, c=1368, length = 5040, b == a+c - False, <lcm - False
k=8 : a=732, b=840, c=948, length = 5040, b == a+c - False, <lcm - False
k=8 : a=732, b=1260, c=528, length = 5040, b == a+c - True, <lcm - False
k=8 : a=732, b=1680, c=108, length = 5040, b == a+c - False, <lcm - False
k=8 : a=733, b=840, c=947, length = 5040, b == a+c - False, <lcm - False
k=8 : a=733, b=1680, c=107, length = 5040, b == a+c - False, <lcm - False
k=8 : a=734, b=840, c=946, length = 5040, b == a+c - False, <lcm - False
k=8 : a=734, b=1680, c=106, length = 5040, b == a+c - False, <lcm - False
k=8 : a=735, b=840, c=945, length = 5040, b == a+c - False, <lcm - False
k=8 : a=735, b=1680, c=105, length = 5040, b == a+c - False, <lcm - False
k=8 : a=736, b=420, c=1364, length = 5040, b == a+c - False, <lcm - False
k=8 : a=736, b=840, c=944, length = 5040, b == a+c - False, <lcm - False
k=8 : a=736, b=1260, c=524, length = 5040, b == a+c - True, <lcm - False
k=8 : a=736, b=1680, c=104, length = 5040, b == a+c - False, <lcm - False
k=8 : a=737, b=840, c=943, length = 5040, b == a+c - False, <lcm - False
k=8 : a=737, b=1680, c=103, length = 5040, b == a+c - False, <lcm - False
k=8 : a=738, b=840, c=942, length = 5040, b == a+c - False, <lcm - False
k=8 : a=738, b=1680, c=102, length = 5040, b == a+c - False, <lcm - False
k=8 : a=739, b=840, c=941, length = 5040, b == a+c - False, <lcm - False
k=8 : a=739, b=1680, c=101, length = 5040, b == a+c - False, <lcm - False
k=8 : a=740, b=420, c=1360, length = 5040, b == a+c - False, <lcm - False
k=8 : a=740, b=840, c=940, length = 5040, b == a+c - False, <lcm - False
k=8 : a=740, b=1260, c=520, length = 5040, b == a+c - True, <lcm - False
k=8 : a=740, b=1680, c=100, length = 5040, b == a+c - False, <lcm - False
k=8 : a=741, b=840, c=939, length = 5040, b == a+c - False, <lcm - False
k=8 : a=741, b=1680, c=99, length = 5040, b == a+c - False, <lcm - False
k=8 : a=742, b=840, c=938, length = 5040, b == a+c - False, <lcm - False
k=8 : a=742, b=1680, c=98, length = 5040, b == a+c - False, <lcm - False
k=8 : a=743, b=840, c=937, length = 5040, b == a+c - False, <lcm - False
k=8 : a=743, b=1680, c=97, length = 5040, b == a+c - False, <lcm - False
k=8 : a=744, b=420, c=1356, length = 5040, b == a+c - False, <lcm - False
k=8 : a=744, b=840, c=936, length = 5040, b == a+c - False, <lcm - False
k=8 : a=744, b=1260, c=516, length = 5040, b == a+c - True, <lcm - False
k=8 : a=744, b=1680, c=96, length = 5040, b == a+c - False, <lcm - False
k=8 : a=745, b=840, c=935, length = 5040, b == a+c - False, <lcm - False
k=8 : a=745, b=1680, c=95, length = 5040, b == a+c - False, <lcm - False
k=8 : a=746, b=840, c=934, length = 5040, b == a+c - False, <lcm - False
k=8 : a=746, b=1680, c=94, length = 5040, b == a+c - False, <lcm - False
k=8 : a=747, b=840, c=933, length = 5040, b == a+c - False, <lcm - False
k=8 : a=747, b=1680, c=93, length = 5040, b == a+c - False, <lcm - False
k=8 : a=748, b=420, c=1352, length = 5040, b == a+c - False, <lcm - False
k=8 : a=748, b=840, c=932, length = 5040, b == a+c - False, <lcm - False
k=8 : a=748, b=1260, c=512, length = 5040, b == a+c - True, <lcm - False
k=8 : a=748, b=1680, c=92, length = 5040, b == a+c - False, <lcm - False
k=8 : a=749, b=840, c=931, length = 5040, b == a+c - False, <lcm - False
k=8 : a=749, b=1680, c=91, length = 5040, b == a+c - False, <lcm - False
k=8 : a=750, b=840, c=930, length = 5040, b == a+c - False, <lcm - False
k=8 : a=750, b=1680, c=90, length = 5040, b == a+c - False, <lcm - False
k=8 : a=751, b=840, c=929, length = 5040, b == a+c - False, <lcm - False
k=8 : a=751, b=1680, c=89, length = 5040, b == a+c - False, <lcm - False
k=8 : a=752, b=420, c=1348, length = 5040, b == a+c - False, <lcm - False
k=8 : a=752, b=840, c=928, length = 5040, b == a+c - False, <lcm - False
k=8 : a=752, b=1260, c=508, length = 5040, b == a+c - True, <lcm - False
k=8 : a=752, b=1680, c=88, length = 5040, b == a+c - False, <lcm - False
k=8 : a=753, b=840, c=927, length = 5040, b == a+c - False, <lcm - False
k=8 : a=753, b=1680, c=87, length = 5040, b == a+c - False, <lcm - False
k=8 : a=754, b=840, c=926, length = 5040, b == a+c - False, <lcm - False
k=8 : a=754, b=1680, c=86, length = 5040, b == a+c - False, <lcm - False
k=8 : a=755, b=840, c=925, length = 5040, b == a+c - False, <lcm - False
k=8 : a=755, b=1680, c=85, length = 5040, b == a+c - False, <lcm - False
k=8 : a=756, b=420, c=1344, length = 5040, b == a+c - False, <lcm - False
k=8 : a=756, b=840, c=924, length = 5040, b == a+c - False, <lcm - False
k=8 : a=756, b=1260, c=504, length = 5040, b == a+c - True, <lcm - False
k=8 : a=756, b=1680, c=84, length = 5040, b == a+c - False, <lcm - False
k=8 : a=757, b=840, c=923, length = 5040, b == a+c - False, <lcm - False
k=8 : a=757, b=1680, c=83, length = 5040, b == a+c - False, <lcm - False
k=8 : a=758, b=840, c=922, length = 5040, b == a+c - False, <lcm - False
k=8 : a=758, b=1680, c=82, length = 5040, b == a+c - False, <lcm - False
k=8 : a=759, b=840, c=921, length = 5040, b == a+c - False, <lcm - False
k=8 : a=759, b=1680, c=81, length = 5040, b == a+c - False, <lcm - False
k=8 : a=760, b=420, c=1340, length = 5040, b == a+c - False, <lcm - False
k=8 : a=760, b=840, c=920, length = 5040, b == a+c - False, <lcm - False
k=8 : a=760, b=1260, c=500, length = 5040, b == a+c - True, <lcm - False
k=8 : a=760, b=1680, c=80, length = 5040, b == a+c - False, <lcm - False
k=8 : a=761, b=840, c=919, length = 5040, b == a+c - False, <lcm - False
k=8 : a=761, b=1680, c=79, length = 5040, b == a+c - False, <lcm - False
k=8 : a=762, b=840, c=918, length = 5040, b == a+c - False, <lcm - False
k=8 : a=762, b=1680, c=78, length = 5040, b == a+c - False, <lcm - False
k=8 : a=763, b=840, c=917, length = 5040, b == a+c - False, <lcm - False
k=8 : a=763, b=1680, c=77, length = 5040, b == a+c - False, <lcm - False
k=8 : a=764, b=420, c=1336, length = 5040, b == a+c - False, <lcm - False
k=8 : a=764, b=840, c=916, length = 5040, b == a+c - False, <lcm - False
k=8 : a=764, b=1260, c=496, length = 5040, b == a+c - True, <lcm - False
k=8 : a=764, b=1680, c=76, length = 5040, b == a+c - False, <lcm - False
k=8 : a=765, b=840, c=915, length = 5040, b == a+c - False, <lcm - False
k=8 : a=765, b=1680, c=75, length = 5040, b == a+c - False, <lcm - False
k=8 : a=766, b=840, c=914, length = 5040, b == a+c - False, <lcm - False
k=8 : a=766, b=1680, c=74, length = 5040, b == a+c - False, <lcm - False
k=8 : a=767, b=840, c=913, length = 5040, b == a+c - False, <lcm - False
k=8 : a=767, b=1680, c=73, length = 5040, b == a+c - False, <lcm - False
k=8 : a=768, b=420, c=1332, length = 5040, b == a+c - False, <lcm - False
k=8 : a=768, b=840, c=912, length = 5040, b == a+c - False, <lcm - False
k=8 : a=768, b=1260, c=492, length = 5040, b == a+c - True, <lcm - False
k=8 : a=768, b=1680, c=72, length = 5040, b == a+c - False, <lcm - False
k=8 : a=769, b=840, c=911, length = 5040, b == a+c - False, <lcm - False
k=8 : a=769, b=1680, c=71, length = 5040, b == a+c - False, <lcm - False
k=8 : a=770, b=840, c=910, length = 5040, b == a+c - False, <lcm - False
k=8 : a=770, b=1680, c=70, length = 5040, b == a+c - False, <lcm - False
k=8 : a=771, b=840, c=909, length = 5040, b == a+c - False, <lcm - False
k=8 : a=771, b=1680, c=69, length = 5040, b == a+c - False, <lcm - False
k=8 : a=772, b=420, c=1328, length = 5040, b == a+c - False, <lcm - False
k=8 : a=772, b=840, c=908, length = 5040, b == a+c - False, <lcm - False
k=8 : a=772, b=1260, c=488, length = 5040, b == a+c - True, <lcm - False
k=8 : a=772, b=1680, c=68, length = 5040, b == a+c - False, <lcm - False
k=8 : a=773, b=840, c=907, length = 5040, b == a+c - False, <lcm - False
k=8 : a=773, b=1680, c=67, length = 5040, b == a+c - False, <lcm - False
k=8 : a=774, b=840, c=906, length = 5040, b == a+c - False, <lcm - False
k=8 : a=774, b=1680, c=66, length = 5040, b == a+c - False, <lcm - False
k=8 : a=775, b=840, c=905, length = 5040, b == a+c - False, <lcm - False
k=8 : a=775, b=1680, c=65, length = 5040, b == a+c - False, <lcm - False
k=8 : a=776, b=420, c=1324, length = 5040, b == a+c - False, <lcm - False
k=8 : a=776, b=840, c=904, length = 5040, b == a+c - False, <lcm - False
k=8 : a=776, b=1260, c=484, length = 5040, b == a+c - True, <lcm - False
k=8 : a=776, b=1680, c=64, length = 5040, b == a+c - False, <lcm - False
k=8 : a=777, b=840, c=903, length = 5040, b == a+c - False, <lcm - False
k=8 : a=777, b=1680, c=63, length = 5040, b == a+c - False, <lcm - False
k=8 : a=778, b=840, c=902, length = 5040, b == a+c - False, <lcm - False
k=8 : a=778, b=1680, c=62, length = 5040, b == a+c - False, <lcm - False
k=8 : a=779, b=840, c=901, length = 5040, b == a+c - False, <lcm - False
k=8 : a=779, b=1680, c=61, length = 5040, b == a+c - False, <lcm - False
k=8 : a=780, b=420, c=1320, length = 5040, b == a+c - False, <lcm - False
k=8 : a=780, b=840, c=900, length = 5040, b == a+c - False, <lcm - False
k=8 : a=780, b=1260, c=480, length = 5040, b == a+c - True, <lcm - False
k=8 : a=780, b=1680, c=60, length = 5040, b == a+c - False, <lcm - False
k=8 : a=781, b=840, c=899, length = 5040, b == a+c - False, <lcm - False
k=8 : a=781, b=1680, c=59, length = 5040, b == a+c - False, <lcm - False
k=8 : a=782, b=840, c=898, length = 5040, b == a+c - False, <lcm - False
k=8 : a=782, b=1680, c=58, length = 5040, b == a+c - False, <lcm - False
k=8 : a=783, b=840, c=897, length = 5040, b == a+c - False, <lcm - False
k=8 : a=783, b=1680, c=57, length = 5040, b == a+c - False, <lcm - False
k=8 : a=784, b=420, c=1316, length = 5040, b == a+c - False, <lcm - False
k=8 : a=784, b=840, c=896, length = 5040, b == a+c - False, <lcm - False
k=8 : a=784, b=1260, c=476, length = 5040, b == a+c - True, <lcm - False
k=8 : a=784, b=1680, c=56, length = 5040, b == a+c - False, <lcm - False
k=8 : a=785, b=840, c=895, length = 5040, b == a+c - False, <lcm - False
k=8 : a=785, b=1680, c=55, length = 5040, b == a+c - False, <lcm - False
k=8 : a=786, b=840, c=894, length = 5040, b == a+c - False, <lcm - False
k=8 : a=786, b=1680, c=54, length = 5040, b == a+c - False, <lcm - False
k=8 : a=787, b=840, c=893, length = 5040, b == a+c - False, <lcm - False
k=8 : a=787, b=1680, c=53, length = 5040, b == a+c - False, <lcm - False
k=8 : a=788, b=420, c=1312, length = 5040, b == a+c - False, <lcm - False
k=8 : a=788, b=840, c=892, length = 5040, b == a+c - False, <lcm - False
k=8 : a=788, b=1260, c=472, length = 5040, b == a+c - True, <lcm - False
k=8 : a=788, b=1680, c=52, length = 5040, b == a+c - False, <lcm - False
k=8 : a=789, b=840, c=891, length = 5040, b == a+c - False, <lcm - False
k=8 : a=789, b=1680, c=51, length = 5040, b == a+c - False, <lcm - False
k=8 : a=790, b=840, c=890, length = 5040, b == a+c - False, <lcm - False
k=8 : a=790, b=1680, c=50, length = 5040, b == a+c - False, <lcm - False
k=8 : a=791, b=840, c=889, length = 5040, b == a+c - False, <lcm - False
k=8 : a=791, b=1680, c=49, length = 5040, b == a+c - False, <lcm - False
k=8 : a=792, b=420, c=1308, length = 5040, b == a+c - False, <lcm - False
k=8 : a=792, b=840, c=888, length = 5040, b == a+c - False, <lcm - False
k=8 : a=792, b=1260, c=468, length = 5040, b == a+c - True, <lcm - False
k=8 : a=792, b=1680, c=48, length = 5040, b == a+c - False, <lcm - False
k=8 : a=793, b=840, c=887, length = 5040, b == a+c - False, <lcm - False
k=8 : a=793, b=1680, c=47, length = 5040, b == a+c - False, <lcm - False
k=8 : a=794, b=840, c=886, length = 5040, b == a+c - False, <lcm - False
k=8 : a=794, b=1680, c=46, length = 5040, b == a+c - False, <lcm - False
k=8 : a=795, b=840, c=885, length = 5040, b == a+c - False, <lcm - False
k=8 : a=795, b=1680, c=45, length = 5040, b == a+c - False, <lcm - False
k=8 : a=796, b=420, c=1304, length = 5040, b == a+c - False, <lcm - False
k=8 : a=796, b=840, c=884, length = 5040, b == a+c - False, <lcm - False
k=8 : a=796, b=1260, c=464, length = 5040, b == a+c - True, <lcm - False
k=8 : a=796, b=1680, c=44, length = 5040, b == a+c - False, <lcm - False
k=8 : a=797, b=840, c=883, length = 5040, b == a+c - False, <lcm - False
k=8 : a=797, b=1680, c=43, length = 5040, b == a+c - False, <lcm - False
k=8 : a=798, b=840, c=882, length = 5040, b == a+c - False, <lcm - False
k=8 : a=798, b=1680, c=42, length = 5040, b == a+c - False, <lcm - False
k=8 : a=799, b=840, c=881, length = 5040, b == a+c - False, <lcm - False
k=8 : a=799, b=1680, c=41, length = 5040, b == a+c - False, <lcm - False
k=8 : a=800, b=420, c=1300, length = 5040, b == a+c - False, <lcm - False
k=8 : a=800, b=840, c=880, length = 5040, b == a+c - False, <lcm - False
k=8 : a=800, b=1260, c=460, length = 5040, b == a+c - True, <lcm - False
k=8 : a=800, b=1680, c=40, length = 5040, b == a+c - False, <lcm - False
k=8 : a=801, b=840, c=879, length = 5040, b == a+c - False, <lcm - False
k=8 : a=801, b=1680, c=39, length = 5040, b == a+c - False, <lcm - False
k=8 : a=802, b=840, c=878, length = 5040, b == a+c - False, <lcm - False
k=8 : a=802, b=1680, c=38, length = 5040, b == a+c - False, <lcm - False
k=8 : a=803, b=840, c=877, length = 5040, b == a+c - False, <lcm - False
k=8 : a=803, b=1680, c=37, length = 5040, b == a+c - False, <lcm - False
k=8 : a=804, b=420, c=1296, length = 5040, b == a+c - False, <lcm - False
k=8 : a=804, b=840, c=876, length = 5040, b == a+c - False, <lcm - False
k=8 : a=804, b=1260, c=456, length = 5040, b == a+c - True, <lcm - False
k=8 : a=804, b=1680, c=36, length = 5040, b == a+c - False, <lcm - False
